,date,minimum temperature (degC)
0,1975-03-01,13.4
1,1975-03-02,13.6
2,1975-03-03,13.4
3,1975-03-04,16.5
4,1975-03-05,16.5
5,1975-03-06,15.6
6,1975-03-07,13.4
7,1975-03-08,13.4
8,1975-03-09,16.4
9,1975-03-10,16.0
10,1975-03-11,17.5
11,1975-03-12,16.5
12,1975-03-13,16.5
13,1975-03-14,15.3
14,1975-03-15,17.0
15,1975-03-16,13.5
16,1975-03-17,16.0
17,1975-03-18,16.8
18,1975-03-19,16.8
19,1975-03-20,11.2
20,1975-03-21,10.4
21,1975-03-22,11.5
22,1975-03-23,11.0
23,1975-03-24,12.0
24,1975-03-25,14.3
25,1975-03-26,15.8
26,1975-03-27,15.4
27,1975-03-28,18.2
28,1975-03-29,16.0
29,1975-03-30,12.0
30,1975-03-31,10.2
31,1975-04-01,6.9
32,1975-04-02,7.6
33,1975-04-03,9.0
34,1975-04-04,12.4
35,1975-04-05,13.5
36,1975-04-06,16.8
37,1975-04-07,6.8
38,1975-04-08,9.2
39,1975-04-09,9.8
40,1975-04-10,11.5
41,1975-04-11,14.2
42,1975-04-12,11.4
43,1975-04-13,12.5
44,1975-04-14,13.0
45,1975-04-15,13.0
46,1975-04-16,14.0
47,1975-04-17,16.0
48,1975-04-18,15.3
49,1975-04-19,14.5
50,1975-04-20,13.7
51,1975-04-21,11.0
52,1975-04-22,13.5
53,1975-04-23,13.5
54,1975-04-24,10.2
55,1975-04-25,12.6
56,1975-04-26,8.2
57,1975-04-27,6.8
58,1975-04-28,9.5
59,1975-04-29,11.5
60,1975-04-30,14.5
61,1975-05-01,12.5
62,1975-05-02,13.0
63,1975-05-03,9.0
64,1975-05-04,10.0
65,1975-05-05,8.5
66,1975-05-06,10.5
67,1975-05-07,10.0
68,1975-05-08,12.5
69,1975-05-09,7.4
70,1975-05-10,10.4
71,1975-05-11,10.3
72,1975-05-12,9.2
73,1975-05-13,9.0
74,1975-05-14,15.2
75,1975-05-15,8.0
76,1975-05-16,12.2
77,1975-05-17,15.8
78,1975-05-18,15.5
79,1975-05-19,11.3
80,1975-05-20,10.5
81,1975-05-21,10.4
82,1975-05-22,9.6
83,1975-05-23,10.0
84,1975-05-24,9.9
85,1975-05-25,7.3
86,1975-05-26,7.2
87,1975-05-27,6.8
88,1975-05-28,4.5
89,1975-05-29,5.0
90,1975-05-30,5.4
91,1975-05-31,6.5
92,1975-06-01,8.9
93,1975-06-02,6.0
94,1975-06-03,8.3
95,1975-06-04,9.3
96,1975-06-05,10.2
97,1975-06-06,3.8
98,1975-06-07,6.0
99,1975-06-08,5.5
100,1975-06-09,4.6
101,1975-06-10,5.7
102,1975-06-11,5.6
103,1975-06-12,7.0
104,1975-06-13,7.5
105,1975-06-14,6.4
106,1975-06-15,5.4
107,1975-06-16,10.0
108,1975-06-17,6.0
109,1975-06-18,8.3
110,1975-06-19,8.5
111,1975-06-20,9.2
112,1975-06-21,11.5
113,1975-06-22,12.0
114,1975-06-23,12.2
115,1975-06-24,11.9
116,1975-06-25,9.3
117,1975-06-26,9.2
118,1975-06-27,6.4
119,1975-06-28,5.0
120,1975-06-29,4.4
121,1975-06-30,3.5
122,1975-07-01,5.0
123,1975-07-02,5.0
124,1975-07-03,7.0
125,1975-07-04,8.5
126,1975-07-05,5.0
127,1975-07-06,4.3
128,1975-07-07,7.0
129,1975-07-08,7.6
130,1975-07-09,3.5
131,1975-07-10,2.5
132,1975-07-11,3.5
133,1975-07-12,5.0
134,1975-07-13,7.5
135,1975-07-14,13.5
136,1975-07-15,4.9
137,1975-07-16,4.9
138,1975-07-17,3.8
139,1975-07-18,4.5
140,1975-07-19,4.8
141,1975-07-20,5.2
142,1975-07-21,4.6
143,1975-07-22,5.5
144,1975-07-23,5.8
145,1975-07-24,4.0
146,1975-07-25,6.6
147,1975-07-26,7.2
148,1975-07-27,7.4
149,1975-07-28,10.2
150,1975-07-29,15.0
151,1975-07-30,11.8
152,1975-07-31,16.5
153,1975-08-01,7.5
154,1975-08-02,9.2
155,1975-08-03,9.1
156,1975-08-04,9.7
157,1975-08-05,7.0
158,1975-08-06,4.5
159,1975-08-07,5.5
160,1975-08-08,6.0
161,1975-08-09,4.6
162,1975-08-10,6.0
163,1975-08-11,9.5
164,1975-08-12,8.0
165,1975-08-13,4.6
166,1975-08-14,3.2
167,1975-08-15,6.0
168,1975-08-16,6.0
169,1975-08-17,5.4
170,1975-08-18,2.8
171,1975-08-19,7.7
172,1975-08-20,8.8
173,1975-08-21,6.2
174,1975-08-22,9.4
175,1975-08-23,7.5
176,1975-08-24,5.6
177,1975-08-25,4.8
178,1975-08-26,8.0
179,1975-08-27,10.5
180,1975-08-28,8.7
181,1975-08-29,3.5
182,1975-08-30,6.6
183,1975-08-31,8.5
184,1975-09-01,9.4
185,1975-09-02,7.4
186,1975-09-03,8.5
187,1975-09-04,10.0
188,1975-09-05,7.5
189,1975-09-06,3.0
190,1975-09-07,5.0
191,1975-09-08,5.5
192,1975-09-09,8.0
193,1975-09-10,7.3
194,1975-09-11,7.5
195,1975-09-12,8.8
196,1975-09-13,13.2
197,1975-09-14,11.8
198,1975-09-15,12.5
199,1975-09-16,9.5
200,1975-09-17,14.8
201,1975-09-18,15.0
202,1975-09-19,8.6
203,1975-09-20,9.4
204,1975-09-21,9.0
205,1975-09-22,8.3
206,1975-09-23,10.4
207,1975-09-24,7.0
208,1975-09-25,8.6
209,1975-09-26,7.7
210,1975-09-27,9.3
211,1975-09-28,13.5
212,1975-09-29,14.3
213,1975-09-30,12.1
214,1975-10-01,12.0
215,1975-10-02,10.5
216,1975-10-03,6.8
217,1975-10-04,9.4
218,1975-10-05,6.7
219,1975-10-06,6.2
220,1975-10-07,9.8
221,1975-10-08,15.0
222,1975-10-09,14.6
223,1975-10-10,13.6
224,1975-10-11,12.0
225,1975-10-12,9.5
226,1975-10-13,8.5
227,1975-10-14,8.5
228,1975-10-15,12.7
229,1975-10-16,11.4
230,1975-10-17,11.5
231,1975-10-18,6.5
232,1975-10-19,7.0
233,1975-10-20,10.5
234,1975-10-21,13.9
235,1975-10-22,11.4
236,1975-10-23,12.1
237,1975-10-24,12.3
238,1975-10-25,14.4
239,1975-10-26,13.6
240,1975-10-27,8.4
241,1975-10-28,9.3
242,1975-10-29,11.2
243,1975-10-30,13.0
244,1975-10-31,16.0
245,1975-11-01,12.5
246,1975-11-02,11.9
247,1975-11-03,13.4
248,1975-11-04,12.4
249,1975-11-05,12.0
250,1975-11-06,14.0
251,1975-11-07,12.5
252,1975-11-08,8.5
253,1975-11-09,9.6
254,1975-11-10,12.5
255,1975-11-11,14.6
256,1975-11-12,12.7
257,1975-11-13,13.1
258,1975-11-14,12.5
259,1975-11-15,15.6
260,1975-11-16,16.5
261,1975-11-17,15.5
262,1975-11-18,14.3
263,1975-11-19,16.6
264,1975-11-20,16.4
265,1975-11-21,14.3
266,1975-11-22,15.0
267,1975-11-23,17.5
268,1975-11-24,15.5
269,1975-11-25,17.3
270,1975-11-26,12.2
271,1975-11-27,10.0
272,1975-11-28,12.2
273,1975-11-29,15.0
274,1975-11-30,11.6
275,1975-12-01,19.0
276,1975-12-02,15.8
277,1975-12-03,18.5
278,1975-12-04,16.0
279,1975-12-05,15.4
280,1975-12-06,16.0
281,1975-12-07,17.8
282,1975-12-08,18.4
283,1975-12-09,13.5
284,1975-12-10,17.1
285,1975-12-11,17.0
286,1975-12-12,19.8
287,1975-12-13,18.2
288,1975-12-14,17.0
289,1975-12-15,18.9
290,1975-12-16,16.8
291,1975-12-17,19.1
292,1975-12-18,10.9
293,1975-12-19,13.5
294,1975-12-20,12.6
295,1975-12-21,11.6
296,1975-12-22,12.4
297,1975-12-23,12.5
298,1975-12-24,16.6
299,1975-12-25,14.0
300,1975-12-26,14.8
301,1975-12-27,15.0
302,1975-12-28,16.0
303,1975-12-29,18.0
304,1975-12-30,17.5
305,1975-12-31,17.5
306,1976-01-01,17.4
307,1976-01-02,16.2
308,1976-01-03,17.2
309,1976-01-04,20.3
310,1976-01-05,19.0
311,1976-01-06,14.5
312,1976-01-07,15.0
313,1976-01-08,15.6
314,1976-01-09,17.3
315,1976-01-10,12.7
316,1976-01-11,14.6
317,1976-01-12,16.1
318,1976-01-13,16.6
319,1976-01-14,17.5
320,1976-01-15,18.0
321,1976-01-16,15.0
322,1976-01-17,16.4
323,1976-01-18,15.2
324,1976-01-19,15.4
325,1976-01-20,16.0
326,1976-01-21,16.4
327,1976-01-22,16.2
328,1976-01-23,15.8
329,1976-01-24,15.5
330,1976-01-25,14.4
331,1976-01-26,13.5
332,1976-01-27,15.0
333,1976-01-28,19.2
334,1976-01-29,20.0
335,1976-01-30,18.9
336,1976-01-31,18.5
337,1976-02-01,21.0
338,1976-02-02,16.5
339,1976-02-03,17.3
340,1976-02-04,15.6
341,1976-02-05,17.2
342,1976-02-06,17.6
343,1976-02-07,16.5
344,1976-02-08,12.6
345,1976-02-09,17.0
346,1976-02-10,16.4
347,1976-02-11,15.0
348,1976-02-12,12.5
349,1976-02-13,15.6
350,1976-02-14,17.0
351,1976-02-15,20.3
352,1976-02-16,19.0
353,1976-02-17,19.5
354,1976-02-18,19.5
355,1976-02-19,20.2
356,1976-02-20,16.7
357,1976-02-21,16.0
358,1976-02-22,16.0
359,1976-02-23,18.2
360,1976-02-24,19.5
361,1976-02-25,17.5
362,1976-02-26,19.5
363,1976-02-27,18.5
364,1976-02-28,20.4
365,1976-02-29,17.5
366,1976-03-01,18.5
367,1976-03-02,16.0
368,1976-03-03,16.7
369,1976-03-04,15.6
370,1976-03-05,16.3
371,1976-03-06,12.6
372,1976-03-07,15.5
373,1976-03-08,13.4
374,1976-03-09,13.7
375,1976-03-10,17.7
376,1976-03-11,16.8
377,1976-03-12,16.5
378,1976-03-13,17.3
379,1976-03-14,16.3
380,1976-03-15,18.5
381,1976-03-16,17.5
382,1976-03-17,16.5
383,1976-03-18,16.0
384,1976-03-19,18.3
385,1976-03-20,20.0
386,1976-03-21,10.5
387,1976-03-22,11.5
388,1976-03-23,17.0
389,1976-03-24,14.4
390,1976-03-25,17.0
391,1976-03-26,16.8
392,1976-03-27,16.0
393,1976-03-28,15.5
394,1976-03-29,13.8
395,1976-03-30,16.5
396,1976-03-31,12.2
397,1976-04-01,13.6
398,1976-04-02,14.5
399,1976-04-03,16.1
400,1976-04-04,17.8
401,1976-04-05,18.5
402,1976-04-06,8.9
403,1976-04-07,10.0
404,1976-04-08,14.4
405,1976-04-09,10.5
406,1976-04-10,12.5
407,1976-04-11,13.6
408,1976-04-12,14.0
409,1976-04-13,14.6
410,1976-04-14,14.2
411,1976-04-15,11.8
412,1976-04-16,12.0
413,1976-04-17,14.7
414,1976-04-18,14.9
415,1976-04-19,10.5
416,1976-04-20,8.5
417,1976-04-21,9.0
418,1976-04-22,8.0
419,1976-04-23,7.5
420,1976-04-24,9.0
421,1976-04-25,8.5
422,1976-04-26,12.4
423,1976-04-27,10.4
424,1976-04-28,8.6
425,1976-04-29,10.0
426,1976-04-30,6.5
427,1976-05-01,7.5
428,1976-05-02,9.5
429,1976-05-03,8.5
430,1976-05-04,11.5
431,1976-05-05,7.5
432,1976-05-06,10.0
433,1976-05-07,7.2
434,1976-05-08,10.0
435,1976-05-09,7.4
436,1976-05-10,7.6
437,1976-05-11,8.5
438,1976-05-12,9.5
439,1976-05-13,7.6
440,1976-05-14,8.4
441,1976-05-15,8.5
442,1976-05-16,8.0
443,1976-05-17,10.8
444,1976-05-18,8.0
445,1976-05-19,6.4
446,1976-05-20,7.0
447,1976-05-21,8.0
448,1976-05-22,10.0
449,1976-05-23,11.5
450,1976-05-24,6.3
451,1976-05-25,6.9
452,1976-05-26,8.0
453,1976-05-27,9.0
454,1976-05-28,7.0
455,1976-05-29,4.9
456,1976-05-30,4.2
457,1976-05-31,3.5
458,1976-06-01,9.5
459,1976-06-02,12.5
460,1976-06-03,3.0
461,1976-06-04,5.8
462,1976-06-05,4.5
463,1976-06-06,6.9
464,1976-06-07,12.0
465,1976-06-08,4.9
466,1976-06-09,7.8
467,1976-06-10,7.3
468,1976-06-11,6.4
469,1976-06-12,6.4
470,1976-06-13,5.4
471,1976-06-14,7.6
472,1976-06-15,6.5
473,1976-06-16,8.7
474,1976-06-17,7.5
475,1976-06-18,10.0
476,1976-06-19,7.0
477,1976-06-20,8.5
478,1976-06-21,9.0
479,1976-06-22,9.4
480,1976-06-23,9.1
481,1976-06-24,9.4
482,1976-06-25,7.1
483,1976-06-26,7.4
484,1976-06-27,7.4
485,1976-06-28,6.4
486,1976-06-29,7.0
487,1976-06-30,8.4
488,1976-07-01,9.4
489,1976-07-02,5.6
490,1976-07-03,3.2
491,1976-07-04,6.9
492,1976-07-05,5.6
493,1976-07-06,5.0
494,1976-07-07,5.6
495,1976-07-08,4.6
496,1976-07-09,4.5
497,1976-07-10,5.0
498,1976-07-11,5.0
499,1976-07-12,6.4
500,1976-07-13,7.0
501,1976-07-14,7.5
502,1976-07-15,5.2
503,1976-07-16,4.3
504,1976-07-17,5.5
505,1976-07-18,4.5
506,1976-07-19,4.5
507,1976-07-20,4.0
508,1976-07-21,3.7
509,1976-07-22,4.6
510,1976-07-23,5.6
511,1976-07-24,6.0
512,1976-07-25,7.0
513,1976-07-26,11.3
